fecha,turno,linea,sku,molde,cavidad,lote_resina,peso_g,peso_objetivo_g,veredicto
2026-02-17,mañana,L2,BAN-250,M-09,3,R-P0004,12.87,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,8,R-P0004,12.729,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,9,R-P0004,12.933,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,9,R-P0004,12.621,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,11,R-P0004,12.647,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,4,R-P0004,12.717,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,7,R-P0004,13.754,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,6,R-P0004,12.823,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,8,R-P0004,12.694,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,7,R-P0004,13.46,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,7,R-P0004,13.606,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,6,R-P0004,12.856,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,11,R-P0004,12.921,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,11,R-P0004,12.722,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,3,R-P0004,12.617,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,9,R-P0004,12.617,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,3,R-P0004,12.933,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,1,R-P0004,13.025,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,8,R-P0004,12.817,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,9,R-P0004,12.688,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,2,R-P0004,12.92,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,4,R-P0004,12.972,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,4,R-P0004,12.493,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,5,R-P0004,12.696,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,2,R-P0004,12.518,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,5,R-P0004,12.8,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,9,R-P0004,12.736,12.7,conforme
2026-02-17,mañana,L2,BAN-250,M-09,1,R-P0004,12.778,12.7,conforme
2026-02-17,mañana,L3,ENV-500,M-12,4,R-P0004,24.696,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,5,R-P0004,24.38,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,1,R-P0004,24.597,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,7,R-P0004,24.767,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,6,R-P0004,24.789,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,4,R-P0004,24.608,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,4,R-P0004,25.328,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,6,R-P0004,24.442,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,1,R-P0004,23.944,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,2,R-P0004,24.607,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,3,R-P0004,24.696,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,6,R-P0004,24.842,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,2,R-P0004,24.838,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,2,R-P0004,24.536,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,8,R-P0004,24.489,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,5,R-P0004,24.272,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,8,R-P0004,24.283,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,2,R-P0004,24.602,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,5,R-P0004,24.368,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,2,R-P0004,24.348,24.5,conforme
2026-02-17,mañana,L3,ENV-500,M-12,4,R-P0004,24.883,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,1,R-P0004,24.776,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,3,R-P0004,24.125,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,7,R-P0004,24.893,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,5,R-P0004,24.612,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,4,R-P0004,24.516,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,7,R-P0004,24.529,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,3,R-P0004,25.446,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,6,R-P0004,24.853,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,5,R-P0004,24.597,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,4,R-P0004,25.04,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,6,R-P0004,24.638,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,8,R-P0004,24.651,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,2,R-P0004,24.925,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,4,R-P0004,24.693,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,6,R-P0004,24.584,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,1,R-P0004,24.174,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,7,R-P0004,24.353,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,3,R-P0004,24.542,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,2,R-P0004,24.54,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,7,R-P0004,24.852,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,4,R-P0004,24.432,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,1,R-P0004,25.141,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,1,R-P0004,24.673,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,4,R-P0004,25.023,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,2,R-P0004,24.659,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,6,R-P0004,24.749,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,4,R-P0004,24.24,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,5,R-P0004,24.944,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,2,R-P0004,24.621,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,2,R-P0004,24.445,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,7,R-P0004,25.354,24.5,conforme
2026-02-17,tarde,L1,ENV-500,M-12,2,R-P0004,24.894,24.5,conforme
2026-02-17,tarde,L2,BAN-250,M-09,7,R-P0004,13.509,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,5,R-P0004,12.687,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,10,R-P0004,12.826,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,6,R-P0004,12.909,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,4,R-P0004,12.882,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,3,R-P0004,12.898,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,11,R-P0004,12.743,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,7,R-P0004,13.684,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,10,R-P0004,12.995,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,2,R-P0004,12.645,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,10,R-P0004,12.671,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,6,R-P0004,12.499,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,8,R-P0004,12.623,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,8,R-P0004,12.694,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,4,R-P0004,12.835,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,9,R-P0004,12.818,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,7,R-P0004,13.708,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,7,R-P0004,13.4,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,10,R-P0004,12.773,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,4,R-P0004,12.773,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,11,R-P0004,12.947,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,5,R-P0004,12.774,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,6,R-P0004,12.618,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,1,R-P0004,12.659,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,4,R-P0004,12.872,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,5,R-P0004,12.716,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,11,R-P0004,12.343,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,6,R-P0004,12.736,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,11,R-P0004,12.508,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,11,R-P0004,12.741,12.7,conforme
2026-02-17,tarde,L2,BAN-250,M-09,1,R-P0004,12.637,12.7,conforme
2026-02-17,noche,L1,ENV-500,M-12,4,R-P0004,25.171,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,5,R-P0004,25.02,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.61,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.347,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,3,R-P0004,24.806,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,5,R-P0004,24.975,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,8,R-P0004,24.254,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,4,R-P0004,24.652,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,8,R-P0004,24.843,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,7,R-P0004,24.657,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.609,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,6,R-P0004,24.848,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,6,R-P0004,24.369,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.627,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,5,R-P0004,24.744,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,7,R-P0004,24.304,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,3,R-P0004,25.013,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,1,R-P0004,24.816,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,5,R-P0004,24.475,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,7,R-P0004,24.964,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,3,R-P0004,24.92,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,6,R-P0004,24.595,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,7,R-P0004,24.719,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,1,R-P0004,24.542,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.517,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.228,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,5,R-P0004,24.75,24.5,conforme
2026-02-17,noche,L1,ENV-500,M-12,2,R-P0004,24.344,24.5,conforme
2026-02-17,noche,L2,BAN-250,M-09,5,R-P0004,12.696,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,10,R-P0004,12.593,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,11,R-P0004,12.63,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,7,R-P0004,13.639,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,7,R-P0004,13.602,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,12,R-P0004,12.544,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,3,R-P0004,12.671,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,6,R-P0004,12.711,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,1,R-P0004,12.788,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,9,R-P0004,12.721,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,2,R-P0004,12.667,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,2,R-P0004,12.791,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,12,R-P0004,12.761,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,5,R-P0004,12.957,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,7,R-P0004,13.334,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,5,R-P0004,12.705,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,12,R-P0004,13.052,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,2,R-P0004,12.525,12.7,conforme
2026-02-17,noche,L2,BAN-250,M-09,10,R-P0004,12.599,12.7,conforme
2026-02-18,mañana,L1,ENV-500,M-12,7,R-P0004,24.763,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,1,R-P0004,24.777,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,3,R-P0004,24.032,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,8,R-P0004,24.833,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,1,R-P0004,24.714,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,1,R-P0004,24.821,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,6,R-P0004,24.749,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,6,R-P0004,24.232,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,7,R-P0004,24.257,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,5,R-P0004,24.72,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,1,R-P0004,24.647,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,7,R-P0004,24.532,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,4,R-P0004,24.859,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,2,R-P0004,24.678,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,3,R-P0004,25.345,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,7,R-P0004,24.45,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,4,R-P0004,25.264,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,2,R-P0004,24.823,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,5,R-P0004,24.089,24.5,conforme
2026-02-18,mañana,L1,ENV-500,M-12,8,R-P0004,24.723,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,5,R-P0004,24.586,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,3,R-P0004,24.414,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,7,R-P0004,24.527,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,4,R-P0004,24.443,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,6,R-P0004,24.555,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,4,R-P0004,25.363,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,2,R-P0004,24.834,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,2,R-P0004,24.416,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,1,R-P0004,24.677,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,6,R-P0004,24.522,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,1,R-P0004,24.71,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,7,R-P0004,24.322,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,3,R-P0004,24.225,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,6,R-P0004,24.593,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,8,R-P0004,25.029,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,3,R-P0004,24.594,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,7,R-P0004,24.893,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,2,R-P0004,23.846,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,1,R-P0004,24.358,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,4,R-P0004,24.614,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,8,R-P0004,24.527,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,8,R-P0004,24.626,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,6,R-P0004,24.546,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,5,R-P0004,24.095,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,8,R-P0004,24.825,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,3,R-P0004,25.076,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,3,R-P0004,24.475,24.5,conforme
2026-02-18,mañana,L3,ENV-500,M-12,7,R-P0004,24.575,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,3,R-P0004,24.856,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,8,R-P0004,25.192,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,6,R-P0004,25.196,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,1,R-P0004,24.788,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,3,R-P0004,24.123,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,1,R-P0004,24.894,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,2,R-P0004,24.425,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,4,R-P0004,24.421,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,5,R-P0004,24.384,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,8,R-P0004,24.919,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,8,R-P0004,23.865,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,1,R-P0004,24.374,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,1,R-P0004,24.443,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,5,R-P0004,24.611,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,7,R-P0004,24.62,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,2,R-P0004,24.195,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,1,R-P0004,24.369,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,3,R-P0004,24.492,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,1,R-P0004,24.899,24.5,conforme
2026-02-18,tarde,L1,ENV-500,M-12,2,R-P0004,24.942,24.5,conforme
2026-02-18,tarde,L2,BAN-250,M-09,8,R-P0004,12.664,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,5,R-P0004,12.685,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,7,R-P0004,13.438,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,6,R-P0004,12.666,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,4,R-P0004,12.868,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,1,R-P0004,12.749,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,1,R-P0004,12.704,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,6,R-P0004,12.47,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,11,R-P0004,12.647,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,10,R-P0004,12.72,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,12,R-P0004,12.793,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,4,R-P0004,12.696,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,8,R-P0004,12.719,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,12,R-P0004,12.709,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,12,R-P0004,12.774,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,6,R-P0004,12.682,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,7,R-P0004,13.777,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,11,R-P0004,12.659,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,6,R-P0004,12.882,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,10,R-P0004,12.906,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,5,R-P0004,12.767,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,9,R-P0004,12.573,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,9,R-P0004,12.468,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,8,R-P0004,12.614,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,9,R-P0004,12.633,12.7,conforme
2026-02-18,tarde,L2,BAN-250,M-09,4,R-P0004,12.932,12.7,conforme
2026-02-18,tarde,L3,ENV-500,M-12,3,R-P0004,24.377,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,3,R-P0004,24.402,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,2,R-P0004,24.613,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,6,R-P0004,24.468,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,1,R-P0004,24.536,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,6,R-P0004,24.586,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,8,R-P0004,23.847,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,6,R-P0004,24.584,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,8,R-P0004,24.429,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,7,R-P0004,24.666,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,6,R-P0004,24.183,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,2,R-P0004,24.573,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,7,R-P0004,24.71,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,4,R-P0004,24.503,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,7,R-P0004,24.026,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,8,R-P0004,24.211,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,7,R-P0004,24.648,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,1,R-P0004,24.512,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,1,R-P0004,24.283,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,2,R-P0004,24.033,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,5,R-P0004,24.817,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,6,R-P0004,24.775,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,1,R-P0004,24.567,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,5,R-P0004,24.584,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,6,R-P0004,24.583,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,7,R-P0004,24.145,24.5,conforme
2026-02-18,tarde,L3,ENV-500,M-12,2,R-P0004,24.664,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,3,R-P0004,24.885,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,5,R-P0004,23.786,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,2,R-P0004,24.843,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,8,R-P0004,24.593,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,4,R-P0004,24.515,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,6,R-P0004,24.332,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,8,R-P0004,24.493,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,5,R-P0004,24.874,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,8,R-P0004,24.317,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,8,R-P0004,24.523,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,2,R-P0004,24.783,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,2,R-P0004,25.016,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,4,R-P0004,24.953,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,4,R-P0004,25.201,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,2,R-P0004,24.569,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,4,R-P0004,24.663,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,5,R-P0004,24.65,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,1,R-P0004,24.814,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,2,R-P0004,25.074,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,3,R-P0004,24.529,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,2,R-P0004,24.814,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,4,R-P0004,24.899,24.5,conforme
2026-02-18,noche,L1,ENV-500,M-12,7,R-P0004,24.922,24.5,conforme
2026-02-18,noche,L2,BAN-250,M-09,8,R-P0004,12.73,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,7,R-P0004,13.471,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,8,R-P0004,12.546,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,7,R-P0004,13.606,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,10,R-P0004,12.726,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,7,R-P0004,13.554,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,5,R-P0004,12.924,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,12,R-P0004,12.783,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,12,R-P0004,12.904,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,10,R-P0004,12.612,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,4,R-P0004,12.811,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,4,R-P0004,12.693,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,4,R-P0004,12.876,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,3,R-P0004,12.744,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,5,R-P0004,12.578,12.7,conforme
2026-02-18,noche,L2,BAN-250,M-09,6,R-P0004,12.558,12.7,conforme
