fecha,hora,turno,linea,sku,origen,tipo_evento,descripcion,firmado_por
2026-03-02,18:07,tarde,L2,BAN-250,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-03-02,19:09,tarde,L3,GAL-3800,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-03-02,19:22,tarde,L3,GAL-3800,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-03-02,20:08,tarde,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,D. Valencia
2026-03-02,20:34,tarde,L3,GAL-3800,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",J. Peláez
2026-03-02,21:14,tarde,L2,BAN-250,HMI,Alarma HMI,alarma de dosificador,C. Ramírez
2026-03-02,21:27,tarde,L3,GAL-3800,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-03-02,23:08,noche,L3,GAL-3800,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-03-02,23:16,noche,L3,GAL-3800,HMI,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-03-03,00:17,noche,L1,ENV-1000,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-03-03,01:07,noche,L1,ENV-1000,Bitácora,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-03-03,01:47,noche,L1,ENV-1000,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-03-03,01:58,noche,L3,GAL-3800,HMI,Arranque de turno,arranque con precalentamiento del molde,L. Betancur
2026-03-03,02:13,noche,L3,GAL-3800,Bitácora,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-03-03,02:22,noche,L2,BAN-250,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-03-03,02:29,noche,L1,ENV-1000,Bitácora,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-03-03,05:40,noche,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-03-03,05:50,noche,L2,BAN-250,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-03-03,06:34,mañana,L2,BAN-250,Bitácora,Paro no programado,paro eléctrico breve,A. Quintero
2026-03-03,07:59,mañana,L3,GAL-3800,HMI,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-03-03,10:33,mañana,L2,BAN-250,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",C. Ramírez
2026-03-03,11:37,mañana,L3,GAL-3800,HMI,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-03-03,11:50,mañana,L2,BAN-250,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-03-03,13:20,mañana,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-03-03,14:32,tarde,L1,ENV-1000,HMI,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-03-03,15:36,tarde,L3,GAL-3800,Bitácora,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-03-03,19:43,tarde,L3,GAL-3800,HMI,Arranque de turno,arranque normal del equipo,J. Peláez
2026-03-03,20:20,tarde,L1,ENV-1000,Bitácora,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-03-03,21:01,tarde,L1,ENV-1000,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",A. Quintero
2026-03-03,21:09,tarde,L3,GAL-3800,HMI,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-03-03,23:26,noche,L1,ENV-1000,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-04,00:28,noche,L3,GAL-3800,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-04,01:27,noche,L2,TAP-38,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-03-04,02:26,noche,L3,GAL-3800,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,A. Quintero
2026-03-04,03:05,noche,L2,TAP-38,Bitácora,Arranque de turno,arranque normal del equipo,J. Peláez
2026-03-04,03:21,noche,L2,TAP-38,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-03-04,06:20,mañana,L1,ENV-1000,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-03-04,08:12,mañana,L2,TAP-38,Bitácora,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-03-04,09:34,mañana,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-03-04,10:34,mañana,L1,ENV-1000,Bitácora,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-03-04,12:55,mañana,L2,TAP-38,Bitácora,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-03-04,13:57,mañana,L3,GAL-3800,HMI,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-03-04,14:21,tarde,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,D. Valencia
2026-03-04,14:22,tarde,L2,TAP-38,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-03-04,14:59,tarde,L2,TAP-38,HMI,Paro no programado,paro eléctrico breve,A. Quintero
2026-03-04,16:26,tarde,L1,ENV-1000,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-03-04,17:02,tarde,L2,TAP-38,Bitácora,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-03-04,18:10,tarde,L1,ENV-1000,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-03-04,19:20,tarde,L1,ENV-1000,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-03-04,19:23,tarde,L1,ENV-1000,Bitácora,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-03-04,21:31,tarde,L2,TAP-38,Bitácora,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-03-04,22:40,noche,L2,TAP-38,HMI,Arranque de turno,arranque normal del equipo,D. Valencia
2026-03-04,23:20,noche,L2,TAP-38,Bitácora,Paro no programado,paro eléctrico breve,J. Peláez
2026-03-05,02:01,noche,L2,TAP-38,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,C. Ramírez
2026-03-05,03:38,noche,L2,TAP-38,HMI,Alarma HMI,presión de inyección fuera de banda,C. Ramírez
2026-03-05,05:08,noche,L2,TAP-38,HMI,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-03-05,06:18,mañana,L3,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-03-05,08:05,mañana,L1,ENV-1000,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-05,10:17,mañana,L1,ENV-1000,HMI,Paro no programado,paro por atasco en la banda de salida,J. Peláez
2026-03-05,10:44,mañana,L3,ENV-500,HMI,Paro no programado,paro eléctrico breve,A. Quintero
2026-03-05,13:46,mañana,L1,ENV-1000,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-05,14:34,tarde,L3,ENV-500,Bitácora,Paro no programado,paro eléctrico breve,M. Ocampo
2026-03-05,14:39,tarde,L1,ENV-1000,HMI,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-03-05,15:17,tarde,L1,ENV-1000,Bitácora,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-03-05,16:29,tarde,L2,TAP-38,HMI,Alarma HMI,alarma de dosificador,A. Quintero
2026-03-05,16:37,tarde,L3,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-03-05,17:55,tarde,L3,ENV-500,Bitácora,Paro no programado,paro por atasco en la banda de salida,D. Valencia
2026-03-05,18:47,tarde,L1,ENV-1000,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,L. Betancur
2026-03-05,19:37,tarde,L2,TAP-38,Bitácora,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-03-05,20:01,tarde,L1,ENV-1000,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-03-05,20:02,tarde,L2,TAP-38,HMI,Paro no programado,paro eléctrico breve,C. Ramírez
2026-03-05,20:41,tarde,L3,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",C. Ramírez
2026-03-05,21:37,tarde,L1,ENV-1000,Bitácora,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-03-06,00:31,noche,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-03-06,02:01,noche,L2,TAP-38,Bitácora,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-03-06,02:32,noche,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-03-06,06:31,mañana,L2,TAP-38,HMI,Alarma HMI,alarma de dosificador,M. Ocampo
2026-03-06,06:39,mañana,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-03-06,06:43,mañana,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-03-06,09:48,mañana,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-03-06,09:51,mañana,L2,TAP-38,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-03-06,11:55,mañana,L3,ENV-500,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-03-06,12:31,mañana,L1,ENV-1000,HMI,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-03-06,12:37,mañana,L1,ENV-1000,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-03-06,13:21,mañana,L2,TAP-38,Bitácora,Arranque de turno,arranque normal del equipo,A. Quintero
2026-03-06,14:44,tarde,L1,ENV-1000,Bitácora,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-03-06,15:20,tarde,L1,ENV-1000,Bitácora,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-03-06,16:05,tarde,L1,ENV-1000,HMI,Arranque de turno,arranque normal del equipo,C. Ramírez
2026-03-06,16:15,tarde,L3,ENV-500,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
2026-03-06,16:44,tarde,L1,ENV-1000,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-03-06,19:38,tarde,L1,ENV-1000,Bitácora,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-03-06,20:15,tarde,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-03-06,22:23,noche,L2,TAP-38,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,J. Peláez
2026-03-06,22:24,noche,L3,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-03-06,23:15,noche,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-03-06,23:23,noche,L3,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,L. Betancur
2026-03-06,23:56,noche,L2,TAP-38,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-03-07,00:11,noche,L2,TAP-38,Bitácora,Alarma HMI,alarma de dosificador,M. Ocampo
2026-03-07,00:36,noche,L3,ENV-500,Bitácora,Paro no programado,paro eléctrico breve,C. Ramírez
2026-03-07,00:38,noche,L1,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,M. Ocampo
2026-03-07,01:03,noche,L1,ENV-500,Bitácora,Paro no programado,paro por atasco en la banda de salida,D. Valencia
2026-03-07,04:29,noche,L3,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-03-07,05:16,noche,L2,TAP-38,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-03-07,05:45,noche,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,J. Peláez
2026-03-07,07:35,mañana,L3,ENV-500,HMI,Paro no programado,paro eléctrico breve,J. Peláez
2026-03-07,09:21,mañana,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-03-07,09:48,mañana,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-03-07,10:02,mañana,L1,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-03-07,10:22,mañana,L3,ENV-500,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-03-07,10:37,mañana,L2,TAP-38,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,D. Valencia
2026-03-07,11:16,mañana,L3,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",D. Valencia
2026-03-07,12:22,mañana,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-03-07,12:56,mañana,L2,TAP-38,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-03-07,13:13,mañana,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-03-07,14:18,tarde,L2,TAP-38,Bitácora,Paro no programado,paro eléctrico breve,J. Peláez
2026-03-07,15:18,tarde,L3,ENV-500,HMI,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-03-07,15:27,tarde,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-03-07,15:45,tarde,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-03-07,17:08,tarde,L3,ENV-500,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-03-07,17:41,tarde,L3,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",J. Peláez
2026-03-07,18:07,tarde,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-03-07,19:08,tarde,L1,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-03-07,19:38,tarde,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,M. Ocampo
2026-03-07,21:18,tarde,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-03-07,21:44,tarde,L1,ENV-500,Bitácora,Paro no programado,paro por atasco en la banda de salida,L. Betancur
2026-03-07,22:36,noche,L1,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,A. Quintero
2026-03-07,22:50,noche,L2,TAP-38,HMI,Alarma HMI,alarma de dosificador,C. Ramírez
2026-03-07,23:40,noche,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-03-08,00:41,noche,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-03-08,00:56,noche,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,C. Ramírez
2026-03-08,04:36,noche,L3,ENV-500,Bitácora,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-03-08,05:23,noche,L2,TAP-38,HMI,Arranque de turno,arranque normal del equipo,L. Betancur
2026-03-08,06:45,mañana,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,C. Ramírez
2026-03-08,06:53,mañana,L1,ENV-500,HMI,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-03-08,07:01,mañana,L2,TAP-38,Bitácora,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-03-08,08:06,mañana,L1,ENV-500,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-03-08,08:55,mañana,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-03-08,10:00,mañana,L2,TAP-38,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,D. Valencia
2026-03-08,15:06,tarde,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-03-08,15:31,tarde,L3,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-03-08,16:08,tarde,L3,ENV-500,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-03-08,16:58,tarde,L3,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-03-08,17:36,tarde,L1,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,M. Ocampo
2026-03-08,19:21,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-03-08,20:33,tarde,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-03-08,21:47,tarde,L1,ENV-500,Bitácora,Arranque de turno,arranque normal del equipo,L. Betancur
2026-03-08,21:59,tarde,L1,ENV-500,Bitácora,Alarma HMI,alarma de dosificador,D. Valencia
2026-03-08,22:30,noche,L3,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-03-09,00:27,noche,L3,ENV-500,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,D. Valencia
2026-03-09,00:31,noche,L3,ENV-500,Bitácora,Arranque de turno,arranque normal del equipo,A. Quintero
2026-03-09,01:23,noche,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-03-09,03:28,noche,L1,ENV-500,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-03-09,04:16,noche,L3,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,M. Ocampo
2026-03-09,04:48,noche,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-03-09,09:02,mañana,L2,TAP-38,Bitácora,Arranque de turno,arranque normal del equipo,D. Valencia
2026-03-09,10:43,mañana,L3,ENV-500,HMI,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-03-09,11:45,mañana,L2,TAP-38,Bitácora,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-03-09,13:40,mañana,L3,ENV-500,HMI,Paro no programado,paro eléctrico breve,L. Betancur
2026-03-09,14:03,tarde,L1,ENV-500,Bitácora,Paro no programado,paro por atasco en la banda de salida,L. Betancur
2026-03-09,14:41,tarde,L3,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-03-09,15:29,tarde,L2,TAP-38,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-09,18:21,tarde,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-03-09,19:32,tarde,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-03-09,20:38,tarde,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-03-09,21:14,tarde,L3,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,D. Valencia
2026-03-09,22:00,noche,L1,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-03-09,22:15,noche,L1,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,M. Ocampo
2026-03-09,23:33,noche,L1,ENV-500,Bitácora,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-03-10,01:27,noche,L1,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-03-10,02:53,noche,L1,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,A. Quintero
2026-03-10,06:45,mañana,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,J. Peláez
2026-03-10,07:02,mañana,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-03-10,07:16,mañana,L3,ENV-500,HMI,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-03-10,09:40,mañana,L3,ENV-500,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-10,11:17,mañana,L1,ENV-500,Bitácora,Paro no programado,paro eléctrico breve,A. Quintero
2026-03-10,11:28,mañana,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,D. Valencia
2026-03-10,11:37,mañana,L1,ENV-500,HMI,Alarma HMI,alarma de dosificador,J. Peláez
2026-03-10,13:10,mañana,L1,ENV-500,Bitácora,Arranque de turno,arranque normal del equipo,D. Valencia
2026-03-10,14:16,tarde,L3,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-03-10,16:00,tarde,L1,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",J. Peláez
2026-03-10,16:31,tarde,L1,ENV-500,Bitácora,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-03-10,16:39,tarde,L3,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,A. Quintero
2026-03-10,17:01,tarde,L3,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,J. Peláez
2026-03-10,18:18,tarde,L1,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,M. Ocampo
2026-03-10,19:24,tarde,L3,ENV-500,Bitácora,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-03-10,19:37,tarde,L1,ENV-500,Bitácora,Alarma HMI,alarma de dosificador,D. Valencia
2026-03-10,21:45,tarde,L3,ENV-500,HMI,Paro no programado,paro por atasco en la banda de salida,D. Valencia
2026-03-11,00:16,noche,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,A. Quintero
2026-03-11,02:29,noche,L2,BAN-250,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-03-11,02:29,noche,L2,BAN-250,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-03-11,09:38,mañana,L1,ENV-1000,Bitácora,Paro no programado,paro eléctrico breve,A. Quintero
2026-03-11,10:58,mañana,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-03-11,11:37,mañana,L1,ENV-1000,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-03-11,11:44,mañana,L2,BAN-250,HMI,Ajuste de proceso,ajuste de contrapresión,M. Ocampo
2026-03-11,11:50,mañana,L1,ENV-1000,HMI,Paro no programado,paro eléctrico breve,L. Betancur
2026-03-11,12:08,mañana,L1,ENV-1000,Bitácora,Alarma HMI,falla de sensor de posición del husillo,M. Ocampo
2026-03-11,14:03,tarde,L1,ENV-1000,HMI,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-03-11,15:46,tarde,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,L. Betancur
2026-03-11,16:02,tarde,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-03-11,16:27,tarde,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-03-11,18:22,tarde,L2,BAN-250,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-03-11,19:58,tarde,L3,GAL-3800,HMI,Alarma HMI,falla de sensor de posición del husillo,L. Betancur
2026-03-11,20:10,tarde,L3,GAL-3800,Bitácora,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-03-11,21:27,tarde,L2,BAN-250,Bitácora,Paro no programado,paro eléctrico breve,L. Betancur
2026-03-11,21:42,tarde,L1,ENV-1000,HMI,Alarma HMI,presión de inyección fuera de banda,J. Peláez
2026-03-11,22:26,noche,L2,BAN-250,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-03-12,01:46,noche,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",D. Valencia
2026-03-12,01:49,noche,L1,ENV-1000,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-03-12,03:43,noche,L1,ENV-1000,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",D. Valencia
2026-03-12,03:58,noche,L3,GAL-3800,HMI,Paro no programado,paro por atasco en la banda de salida,L. Betancur
2026-03-12,04:19,noche,L3,GAL-3800,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,J. Peláez
2026-03-12,06:39,mañana,L2,BAN-250,HMI,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-03-12,06:48,mañana,L1,ENV-1000,Bitácora,Alarma HMI,falla de sensor de posición del husillo,C. Ramírez
2026-03-12,07:50,mañana,L2,BAN-250,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-03-12,08:01,mañana,L3,GAL-3800,HMI,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-03-12,09:51,mañana,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-03-12,09:55,mañana,L3,GAL-3800,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-03-12,11:09,mañana,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-03-12,13:25,mañana,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-03-12,17:59,tarde,L1,ENV-1000,HMI,Alarma HMI,presión de inyección fuera de banda,A. Quintero
2026-03-12,19:28,tarde,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",J. Peláez
2026-03-12,23:08,noche,L3,GAL-3800,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-03-12,23:13,noche,L3,GAL-3800,Bitácora,Alarma HMI,alarma de dosificador,C. Ramírez
2026-03-13,00:22,noche,L2,BAN-250,HMI,Arranque de turno,arranque normal del equipo,D. Valencia
2026-03-13,01:34,noche,L2,BAN-250,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-03-13,02:01,noche,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-03-13,03:38,noche,L1,ENV-1000,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-03-13,04:10,noche,L2,BAN-250,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-03-13,05:16,noche,L1,ENV-1000,HMI,Alarma HMI,alarma de temperatura de zona 3,L. Betancur
2026-03-13,06:28,mañana,L3,GAL-3800,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,C. Ramírez
2026-03-13,07:28,mañana,L3,GAL-3800,HMI,Arranque de turno,arranque normal del equipo,J. Peláez
2026-03-13,09:51,mañana,L3,GAL-3800,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-03-13,13:28,mañana,L3,GAL-3800,Bitácora,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-03-13,14:24,tarde,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-03-13,15:08,tarde,L1,ENV-1000,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,D. Valencia
2026-03-13,15:33,tarde,L1,ENV-1000,HMI,Alarma HMI,alarma de dosificador,D. Valencia
